"Response_ID";"Timestamp";"Age";"Gender";"Occupation_Status";"Country_Region";"Monthly_Income_Range";"Shop_Most_Where";"Online_Shopping_Frequency";"Preferred_Platform";"Primary_Device";"Top_Spending_Category";"Review_Influence_Score";"Social_Ads_Influence_Score";"Price_Comparison_Frequency";"Discount_Importance_Score";"Follows_Brands_On_Social";"Likely_To_Buy_After_Ad_Score";"Makes_Shopping_List";"Impulse_Purchase_Frequency";"Return_Frequency";"Avg_Monthly_Spend_NonEssentials";"Preferred_Payment_Method";"Uses_BNPL_Installments";"Online_Shopping_Satisfaction_Score";"Trust_In_Online_Reviews_Score";"Regret_After_Purchase_Frequency";"Reason_Prefer_Online";"Reason_Prefer_InStore";"Best_Shopping_Mode"
314;"12/07/2026 05:52:58";49;"Female";"Self-employed";"Poland";"$3,000-6,000";"Unknown";"Rarely";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";2;2;"5";5;"Yes";2;"Often";"2";"Never";"Under $50";"Credit Card";"No, never";5;4;2;"Convenience";"Try product before buying";"Online"
317;"29/07/2026 07:38:25";48;"Female";"Employed full-time";"India";"$1,000-3,000";"Equal mix";"Occasionally";"Brand websites";"Tablet";"Clothing";3;4;"3";5;"No";1;"Sometimes";"2";"Sometimes";"$300-500";"Digital wallet";"No, never";9;4;3;"More variety";"Not applicable";"Online"
318;"29/06/2026 14:02:05";23;"Female";"Employed full-time";"India";"$6,000+";"In-store only";"Always";"Brand websites";"Laptop";"Groceries";3;3;"5";4;"No";4;"Sometimes";"3";"Often";"$150-300";"Digital wallet";"Yes, regularly";9;6;3;"More variety";"No delivery wait";"Equal / both"
319;"11/08/2026 15:21:30";20;"Prefer not to say";"Student";"Egypt";"$1,000-3,000";"Unknown";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";5;2;"4";3;"No";3;"Often";"2";"Never";"Under $50";"Unknown";"No, never";5;6;2;"Better prices";"Unknown";"Online"
320;"27/06/2026 23:42:27";24;"Male";"Employed part-time";"Egypt";"Under $1,000";"In-store only";"Occasionally";"Local e-commerce";"Smartphone";"Clothing";2;1;"5";5;"No";3;"Never";"1";"Never";"Under $50";"Debit Card";"Yes, occasionally";2;5;3;"More variety";"Unknown";"Offline"
321;"11/08/2026 16:41:39";27;"Male";"Employed part-time";"India";"$3,000-6,000";"In-store only";"Always";"Physical stores";"Smartphone";"miscellaneous";3;1;"4";5;"No";1;"Sometimes";"3";"Sometimes";"$50-150";"Digital wallet";"No, never";8;3;3;"More variety";"Trust";"Offline"
324;"30/07/2026 23:27:22";26;"Prefer not to say";"Employed part-time";"Brazil";"Under $1,000";"In-store only";"Always";"Local e-commerce";"Laptop";"Electronics";3;5;"4";4;"No";3;"Often";"3";"Sometimes";"$300-500";"Debit Card";"Unknown";8;5;3;"Better prices";"Trust";"Offline"
325;"15/07/2026 18:10:36";21;"Female";"Student";"Poland";"Under $1,000";"Online only";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Beauty & personal care";1;3;"5";4;"No";3;"Sometimes";"3";"Never";"$50-150";"Credit Card";"No, never";9;6;2;"More variety";"Not applicable";"Online"
326;"04/08/2026 10:36:35";21;"Male";"Student";"Turkiye";"Under $1,000";"Online only";"Often";"Local e-commerce";"Smartphone";"Clothing";4;2;"3";5;"No";3;"Often";"";"Often";"Under $50";"Debit Card";"No, never";9;2;2;"Convenience";"Not applicable";"Online"
328;"19/08/2026 05:19:51";34;"Male";"Employed full-time";"India";"$3,000-6,000";"Online only";"Occasionally";"Local e-commerce";"Tablet";"Clothing";3;3;"3";4;"No";4;"Sometimes";"1";"Sometimes";"$150-300";"Cash";"Yes, regularly";3;4;4;"More variety";"Try product before buying";"Online"
329;"06/07/2026 00:47:36";44;"Male";"Employed full-time";"Turkiye";"$1,000-3,000";"Equal mix";"Often";"Local e-commerce";"Smartphone";"Clothing";2;2;"4";5;"Yes";1;"Unknown";"3";"Often";"$50-150";"Cash";"Yes, occasionally";7;5;1;"Better prices";"No delivery wait";"Equal / both"
330;"20/08/2026 18:55:26";30;"Male";"Employed full-time";"Indonesia";"$1,000-3,000";"Online only";"Always";"Brand websites";"Laptop";"miscellaneous";4;3;"5";4;"No";4;"Often";"2";"Sometimes";"Under $50";"Debit Card";"Yes, regularly";5;9;2;"Convenience";"Try product before buying";"Online"
331;"16/08/2026 16:02:08";21;"Male";"Employed part-time";"United States";"$1,000-3,000";"Equal mix";"Occasionally";"Physical stores";"Laptop";"Beauty & personal care";3;3;"";5;"No";5;"Sometimes";"1";"Sometimes";"$50-150";"Digital wallet";"No, never";5;5;2;"Convenience";"No delivery wait";"Equal / both"
333;"20/08/2026 01:53:00";22;"Male";"Student";"Kenya";"$1,000-3,000";"Online only";"Occasionally";"Unknown";"Smartphone";"Clothing";3;3;"5";5;"No";4;"Never";"4";"Never";"$50-150";"Digital wallet";"Yes, occasionally";8;4;3;"Convenience";"Trust";"Equal / both"
334;"11/07/2026 13:11:38";38;"Male";"Employed full-time";"United Kingdom";"$1,000-3,000";"Equal mix";"Often";"Brand websites";"Tablet";"Clothing";2;3;"5";5;"No";2;"Sometimes";"3";"Often";"Unknown";"Digital wallet";"Yes, occasionally";8;5;3;"More variety";"Not applicable";"Online"
335;"30/06/2026 03:56:26";20;"Male";"Student";"Mexico";"Under $1,000";"In-store only";"Occasionally";"Brand websites";"Laptop";"Groceries";3;5;"4";4;"No";4;"Sometimes";"3";"Sometimes";"$150-300";"Cash";"Yes, occasionally";7;6;2;"More variety";"Trust";"Offline"
339;"24/08/2026 03:52:28";33;"Female";"Employed full-time";"India";"Unknown";"Equal mix";"Often";"Physical stores";"Smartphone";"Clothing";2;3;"5";5;"No";3;"Always";"3";"Sometimes";"$150-300";"Digital wallet";"No, never";7;7;3;"Better prices";"Try product before buying";"Offline"
340;"29/06/2026 13:50:22";18;"Male";"Student";"United States";"Under $1,000";"Online only";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";5;4;"5";5;"Yes";5;"Often";"1";"Never";"$150-300";"Credit Card";"No, never";9;8;2;"More variety";"Try product before buying";"Online"
344;"24/08/2026 20:59:32";37;"Female";"Employed full-time";"Brazil";"Under $1,000";"Online only";"Always";"Local e-commerce";"Smartphone";"Books";2;3;"3";3;"No";1;"Never";"1";"Often";"Unknown";"Debit Card";"No, never";6;9;2;"More variety";"No delivery wait";"Online"
345;"15/07/2026 04:40:02";31;"Male";"Employed full-time";"United States";"Under $1,000";"Online only";"Occasionally";"Brand websites";"Smartphone";"Groceries";1;3;"4";2;"No";3;"Sometimes";"3";"Often";"Under $50";"Digital wallet";"No, never";6;7;1;"More variety";"Try product before buying";"Online"
347;"12/08/2026 20:24:05";24;"Female";"Employed part-time";"India";"$1,000-3,000";"Online only";"Often";"Physical stores";"Smartphone";"Clothing";3;5;"4";5;"No";4;"Always";"4";"Never";"$50-150";"Cash";"No, never";5;6;2;"More variety";"Trust";"Unknown"
349;"10/08/2026 20:06:00";22;"Male";"Student";"Nigeria";"Under $1,000";"Online only";"Always";"Physical stores";"Smartphone";"Groceries";2;5;"5";4;"Yes";5;"Often";"4";"Sometimes";"$300-500";"Cash";"No, never";7;8;3;"More variety";"Trust";"Online"
353;"18/08/2026 18:55:26";32;"Male";"Employed full-time";"Pakistan";"$1,000-3,000";"In-store only";"Often";"Brand websites";"Laptop";"Books";4;3;"2";4;"No";4;"Often";"2";"Sometimes";"$300-500";"Digital wallet";"Yes, occasionally";8;7;2;"Unknown";"Try product before buying";"Equal / both"
354;"12/08/2026 17:43:18";16;"Female";"Student";"Vietnam";"Under $1,000";"In-store only";"Occasionally";"Physical stores";"Laptop";"Electronics";2;2;"5";5;"No";2;"Often";"2";"Sometimes";"Under $50";"Digital wallet";"No, never";8;8;4;"Unknown";"No delivery wait";"Offline"
355;"02/07/2026 21:30:28";18;"Female";"Student";"United States";"Unknown";"In-store only";"Occasionally";"Physical stores";"Tablet";"Unknown";1;2;"5";3;"No";4;"Often";"2";"Never";"Under $50";"Debit Card";"No, never";8;8;1;"More variety";"Try product before buying";"Equal / both"
358;"21/07/2026 08:48:58";21;"Female";"Student";"United States";"Under $1,000";"Equal mix";"Often";"Local e-commerce";"Laptop";"Clothing";3;4;"5";4;"No";3;"Never";"3";"Sometimes";"Under $50";"Credit Card";"Yes, regularly";7;5;3;"Unknown";"Trust";"Equal / both"
359;"19/07/2026 15:01:33";27;"Prefer not to say";"Employed full-time";"India";"Under $1,000";"Equal mix";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Electronics";5;3;"4";3;"No";3;"Sometimes";"2";"Never";"Under $50";"Cash";"No, never";7;9;2;"Convenience";"Trust";"Online"
360;"15/07/2026 23:56:59";35;"Male";"Self-employed";"Brazil";"$1,000-3,000";"Online only";"Always";"Local e-commerce";"Laptop";"Clothing";2;2;"2";3;"No";3;"Sometimes";"3";"Sometimes";"$500+";"Cash";"No, never";8;5;3;"More variety";"No delivery wait";"Online"
362;"02/08/2026 11:51:14";24;"Prefer not to say";"Self-employed";"United States";"$1,000-3,000";"Online only";"Occasionally";"Brand websites";"Laptop";"Clothing";3;5;"3";3;"No";2;"Sometimes";"3";"Sometimes";"Under $50";"Digital wallet";"No, never";7;4;3;"Convenience";"No delivery wait";"Online"
363;"28/07/2026 13:22:14";21;"Male";"Student";"Nigeria";"$1,000-3,000";"Online only";"Often";"Physical stores";"Smartphone";"Unknown";3;2;"3";4;"No";2;"Sometimes";"2";"Unknown";"$300-500";"Credit Card";"No, never";9;6;1;"Convenience";"No delivery wait";"Equal / both"
364;"23/06/2026 18:47:15";21;"Female";"Employed full-time";"United States";"$6,000+";"Unknown";"Occasionally";"Local e-commerce";"Laptop";"Groceries";5;3;"4";4;"No";1;"Sometimes";"3";"Sometimes";"$150-300";"Digital wallet";"No, never";7;5;1;"More variety";"Try product before buying";"Online"
365;"13/07/2026 14:03:59";39;"Male";"Unemployed";"Mexico";"Under $1,000";"Online only";"Occasionally";"Brand websites";"Smartphone";"Books";2;2;"5";4;"Yes";2;"Never";"3";"Never";"Under $50";"Digital wallet";"No, never";6;2;1;"Convenience";"No delivery wait";"Online"
366;"14/07/2026 18:10:31";32;"Female";"Self-employed";"Germany";"$3,000-6,000";"In-store only";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Groceries";3;3;"4";4;"Unknown";2;"Always";"3";"Often";"$150-300";"Digital wallet";"No, never";7;4;2;"More variety";"Not applicable";"Offline"
367;"01/07/2026 21:44:22";23;"Prefer not to say";"Self-employed";"Egypt";"Under $1,000";"Equal mix";"Occasionally";"Physical stores";"Laptop";"Clothing";2;2;"3";3;"No";2;"Sometimes";"4";"Sometimes";"$50-150";"Digital wallet";"No, never";7;5;3;"More variety";"Not applicable";"Online"
369;"18/07/2026 18:44:49";36;"Female";"Employed full-time";"Nigeria";"Under $1,000";"Equal mix";"Often";"Brand websites";"Smartphone";"Electronics";3;4;"3";5;"No";4;"Never";"3";"Often";"$150-300";"Digital wallet";"No, never";6;10;2;"More variety";"Trust";"Equal / both"
372;"16/08/2026 15:49:13";26;"Male";"Employed part-time";"Brazil";"Under $1,000";"Equal mix";"Occasionally";"Local e-commerce";"Smartphone";"Clothing";2;3;"5";2;"No";3;"Never";"3";"Sometimes";"$150-300";"Credit Card";"No, never";10;5;2;"More variety";"Not applicable";"Offline"
373;"17/07/2026 22:12:23";20;"Female";"Student";"Kenya";"$1,000-3,000";"Equal mix";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Electronics";2;4;"5";3;"No";5;"Sometimes";"3";"Often";"$50-150";"Digital wallet";"Yes, occasionally";8;6;3;"More variety";"Trust";"Offline"
374;"09/08/2026 16:11:17";21;"Male";"Student";"United States";"Under $1,000";"In-store only";"Always";"Global marketplace (Amazon etc.)";"Smartphone";"Books";2;1;"5";4;"No";3;"Sometimes";"1";"Never";"Under $50";"Debit Card";"No, never";8;6;2;"Better prices";"No delivery wait";"Equal / both"
375;"12/07/2026 22:56:26";18;"Female";"Employed part-time";"Indonesia";"$1,000-3,000";"Online only";"Unknown";"Global marketplace (Amazon etc.)";"Laptop";"Beauty & personal care";4;2;"5";4;"No";3;"Never";"1";"Never";"Under $50";"Digital wallet";"Yes, occasionally";8;3;1;"More variety";"Trust";"Unknown"
376;"15/08/2026 21:00:58";34;"Male";"Employed full-time";"Indonesia";"$3,000-6,000";"Unknown";"Rarely";"Brand websites";"Smartphone";"Electronics";3;3;"4";5;"No";2;"Always";"";"Never";"$150-300";"Digital wallet";"No, never";7;9;4;"Better prices";"No delivery wait";"Online"
378;"28/07/2026 23:01:06";20;"Male";"Student";"Pakistan";"$1,000-3,000";"Online only";"Rarely";"Local e-commerce";"Laptop";"Books";1;2;"3";4;"No";2;"Never";"1";"Sometimes";"$50-150";"Cash";"Yes, occasionally";6;5;3;"More variety";"No delivery wait";"Equal / both"
379;"04/08/2026 11:17:19";30;"Male";"Employed full-time";"United Kingdom";"Unknown";"Equal mix";"Occasionally";"Brand websites";"Laptop";"miscellaneous";3;4;"4";4;"No";5;"Never";"1";"Sometimes";"Unknown";"Digital wallet";"No, never";7;9;1;"Better prices";"Unknown";"Online"
381;"24/06/2026 23:15:24";25;"Male";"Employed full-time";"Slovakia";"$3,000-6,000";"In-store only";"Often";"Physical stores";"Smartphone";"Electronics";4;4;"5";5;"No";4;"Sometimes";"2";"Often";"$150-300";"Credit Card";"Yes, occasionally";9;5;3;"Convenience";"No delivery wait";"Offline"
382;"19/07/2026 19:27:04";21;"Male";"Employed full-time";"Turkiye";"$3,000-6,000";"In-store only";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Groceries";4;3;"2";5;"No";3;"Often";"4";"Unknown";"$300-500";"Digital wallet";"No, never";6;4;3;"More variety";"Try product before buying";"Offline"
383;"25/06/2026 14:03:15";23;"Male";"Student";"Philippines";"Under $1,000";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Tablet";"Books";2;3;"4";4;"No";4;"Never";"1";"Sometimes";"Under $50";"Debit Card";"No, never";5;7;1;"More variety";"Try product before buying";"Equal / both"
386;"31/07/2026 05:45:23";33;"Male";"Employed full-time";"United States";"Under $1,000";"Equal mix";"Occasionally";"Local e-commerce";"Laptop";"Unknown";2;3;"5";4;"No";2;"Sometimes";"2";"Sometimes";"Under $50";"Digital wallet";"Yes, regularly";7;8;2;"Convenience";"Trust";"Offline"
388;"31/07/2026 21:28:13";27;"Female";"Employed part-time";"Philippines";"$1,000-3,000";"Equal mix";"Rarely";"Physical stores";"Laptop";"Electronics";3;2;"3";5;"No";2;"Never";"4";"Sometimes";"$150-300";"Digital wallet";"Yes, regularly";8;2;2;"Convenience";"Try product before buying";"Online"
389;"24/06/2026 07:47:13";22;"Male";"Student";"Mexico";"Under $1,000";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Laptop";"Clothing";5;5;"4";3;"No";5;"Unknown";"2";"Never";"$50-150";"Cash";"No, never";9;10;2;"More variety";"No delivery wait";"Equal / both"
391;"01/08/2026 13:00:37";18;"Female";"Student";"Nigeria";"Under $1,000";"In-store only";"Often";"Local e-commerce";"Smartphone";"Books";3;3;"5";3;"No";1;"Often";"2";"Sometimes";"Under $50";"Credit Card";"Yes, occasionally";10;7;1;"Convenience";"Try product before buying";"Equal / both"
392;"27/07/2026 20:05:49";22;"Male";"Student";"United Kingdom";"$3,000-6,000";"Online only";"Occasionally";"Local e-commerce";"Smartphone";"Groceries";5;5;"4";5;"No";4;"Always";"5";"Never";"$50-150";"Digital wallet";"No, never";5;6;3;"More variety";"Trust";"Equal / both"
393;"06/07/2026 16:20:30";21;"Male";"Student";"United States";"$1,000-3,000";"Online only";"Often";"Global marketplace (Amazon etc.)";"Laptop";"Clothing";1;4;"5";4;"No";2;"Never";"3";"Never";"$50-150";"Credit Card";"Yes, occasionally";7;9;3;"Better prices";"Try product before buying";"Equal / both"
395;"03/07/2026 06:32:57";21;"Male";"Student";"Turkiye";"Under $1,000";"Online only";"Occasionally";"Physical stores";"Tablet";"Clothing";4;3;"3";4;"No";4;"Sometimes";"3";"Never";"Under $50";"Credit Card";"No, never";7;6;2;"More variety";"Try product before buying";"Online"
398;"12/08/2026 09:09:12";21;"Male";"Employed full-time";"India";"$1,000-3,000";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";4;3;"4";3;"No";1;"Always";"2";"Often";"$50-150";"Cash";"No, never";7;1;2;"Convenience";"Try product before buying";"Equal / both"
400;"03/07/2026 01:20:55";21;"Male";"Student";"Philippines";"Under $1,000";"In-store only";"Occasionally";"Local e-commerce";"Laptop";"Beauty & personal care";3;2;"5";3;"No";4;"Never";"1";"Never";"$50-150";"Debit Card";"No, never";8;6;2;"More variety";"Trust";"Unknown"
402;"21/06/2026 10:05:13";37;"Prefer not to say";"Employed full-time";"Colombia";"$3,000-6,000";"In-store only";"Occasionally";"Local e-commerce";"Laptop";"Books";3;5;"5";4;"No";4;"Often";"2";"Sometimes";"$150-300";"Debit Card";"No, never";10;7;1;"Convenience";"Try product before buying";"Offline"
404;"25/06/2026 21:44:10";21;"Female";"Student";"Pakistan";"Under $1,000";"Online only";"Occasionally";"Physical stores";"Laptop";"Clothing";2;3;"3";3;"No";4;"Sometimes";"1";"Never";"Under $50";"Debit Card";"Yes, regularly";7;10;2;"Convenience";"Trust";"Online"
405;"18/07/2026 09:10:28";19;"Female";"Student";"Nigeria";"$3,000-6,000";"In-store only";"Rarely";"Global marketplace (Amazon etc.)";"Smartphone";"Electronics";5;4;"4";3;"No";4;"Sometimes";"4";"Often";"$150-300";"Debit Card";"No, never";8;7;3;"More variety";"Try product before buying";"Offline"
407;"05/07/2026 04:25:44";38;"Female";"Employed full-time";"Germany";"$6,000+";"Online only";"Rarely";"Brand websites";"Smartphone";"Clothing";2;1;"4";4;"No";2;"Never";"3";"Never";"$50-150";"Digital wallet";"No, never";5;9;3;"Convenience";"Try product before buying";"Online"
412;"22/08/2026 17:56:16";24;"Female";"Student";"India";"$3,000-6,000";"Online only";"Occasionally";"Brand websites";"Smartphone";"Groceries";3;3;"3";3;"No";3;"Sometimes";"3";"Sometimes";"$300-500";"Digital wallet";"No, never";4;7;1;"Convenience";"Try product before buying";"Equal / both"
413;"04/08/2026 03:07:28";20;"Female";"Student";"Poland";"Under $1,000";"Equal mix";"Occasionally";"Physical stores";"Smartphone";"Groceries";4;4;"4";5;"No";4;"Unknown";"2";"Never";"Under $50";"Unknown";"Yes, occasionally";4;4;2;"More variety";"Trust";"Unknown"
415;"24/08/2026 05:15:22";35;"Male";"Employed full-time";"South Africa";"Under $1,000";"Unknown";"Occasionally";"Local e-commerce";"Smartphone";"Groceries";4;5;"4";4;"No";4;"Often";"4";"Never";"Under $50";"Digital wallet";"Yes, regularly";10;5;2;"More variety";"No delivery wait";"Online"
416;"29/07/2026 01:52:32";19;"Male";"Student";"Pakistan";"$3,000-6,000";"In-store only";"Always";"Local e-commerce";"Smartphone";"Groceries";2;3;"5";4;"No";4;"Sometimes";"4";"Sometimes";"$150-300";"Digital wallet";"No, never";10;6;2;"Convenience";"Try product before buying";"Offline"
418;"23/06/2026 22:33:29";22;"Female";"Student";"United Kingdom";"Under $1,000";"Equal mix";"Unknown";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";4;4;"4";3;"No";5;"Sometimes";"3";"Never";"Under $50";"Debit Card";"No, never";5;8;2;"Better prices";"Unknown";"Unknown"
420;"20/06/2026 16:56:55";20;"Male";"Student";"India";"Under $1,000";"Online only";"Occasionally";"Physical stores";"Smartphone";"Unknown";5;5;"5";4;"No";3;"Often";"4";"Never";"Under $50";"Credit Card";"No, never";6;6;3;"Convenience";"Try product before buying";"Online"
421;"14/08/2026 20:25:43";30;"Male";"Employed full-time";"India";"$3,000-6,000";"Online only";"Occasionally";"Physical stores";"Smartphone";"Groceries";5;4;"4";3;"No";5;"Sometimes";"3";"Sometimes";"$150-300";"Cash";"No, never";8;4;2;"Convenience";"No delivery wait";"Online"
422;"22/06/2026 13:08:41";45;"Female";"Employed full-time";"Indonesia";"$1,000-3,000";"Equal mix";"Occasionally";"Local e-commerce";"Smartphone";"Groceries";3;2;"4";4;"Yes";2;"Sometimes";"1";"Never";"$500+";"Debit Card";"No, never";5;7;2;"Convenience";"Unknown";"Equal / both"
425;"24/08/2026 17:18:46";19;"Male";"Student";"India";"Under $1,000";"Equal mix";"Always";"Local e-commerce";"Smartphone";"Clothing";3;3;"5";4;"No";4;"Often";"2";"Unknown";"Under $50";"Debit Card";"Yes, occasionally";7;3;3;"Unknown";"Try product before buying";"Online"
426;"15/08/2026 19:08:13";36;"Male";"Self-employed";"Vietnam";"$1,000-3,000";"In-store only";"Occasionally";"Local e-commerce";"Smartphone";"Clothing";3;4;"";3;"No";3;"Always";"1";"Never";"$50-150";"Debit Card";"No, never";7;4;2;"More variety";"Try product before buying";"Unknown"
429;"21/07/2026 01:23:17";18;"Male";"Student";"Philippines";"Under $1,000";"Online only";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";2;3;"1";4;"No";3;"Sometimes";"1";"Never";"$50-150";"Debit Card";"No, never";4;6;1;"More variety";"Trust";"Online"
431;"18/08/2026 00:37:49";20;"Male";"Employed part-time";"South Africa";"$1,000-3,000";"Equal mix";"Always";"Local e-commerce";"Smartphone";"Clothing";3;4;"5";5;"No";4;"Sometimes";"3";"Often";"Under $50";"Digital wallet";"No, never";9;7;2;"Better prices";"Try product before buying";"Online"
432;"10/07/2026 06:39:07";29;"Female";"Self-employed";"Egypt";"$1,000-3,000";"Online only";"Often";"Brand websites";"Smartphone";"Groceries";2;1;"5";3;"No";1;"Always";"1";"Never";"Under $50";"Digital wallet";"Yes, occasionally";4;8;1;"Better prices";"No delivery wait";"Online"
433;"22/08/2026 14:59:05";37;"Female";"Employed full-time";"Colombia";"Under $1,000";"Equal mix";"Often";"Local e-commerce";"Tablet";"Books";5;5;"5";4;"No";4;"Often";"3";"Sometimes";"$50-150";"Digital wallet";"Yes, occasionally";8;7;1;"More variety";"Not applicable";"Offline"
434;"02/08/2026 07:43:45";42;"Male";"Employed full-time";"Kenya";"$1,000-3,000";"Equal mix";"Occasionally";"Physical stores";"Laptop";"Clothing";2;4;"3";3;"No";4;"Sometimes";"1";"Often";"Under $50";"Credit Card";"Yes, regularly";8;7;1;"More variety";"No delivery wait";"Offline"
435;"30/07/2026 01:31:09";21;"Prefer not to say";"Student";"Germany";"Under $1,000";"Equal mix";"Rarely";"Local e-commerce";"Smartphone";"Books";3;1;"5";4;"No";2;"Never";"1";"Sometimes";"Under $50";"Debit Card";"Yes, regularly";8;5;1;"Convenience";"Try product before buying";"Offline"
436;"22/07/2026 10:12:04";32;"Male";"Employed full-time";"Philippines";"$3,000-6,000";"Equal mix";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Electronics";4;4;"5";4;"No";4;"Unknown";"1";"Never";"$150-300";"Digital wallet";"No, never";8;9;2;"Better prices";"Try product before buying";"Equal / both"
437;"21/06/2026 07:23:59";21;"Female";"Student";"Indonesia";"Under $1,000";"In-store only";"Occasionally";"Physical stores";"Laptop";"Books";3;3;"4";4;"No";2;"Often";"4";"Unknown";"$150-300";"Digital wallet";"Yes, regularly";10;2;2;"Better prices";"Not applicable";"Offline"
439;"29/06/2026 04:22:38";21;"Female";"Student";"Poland";"Under $1,000";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Unknown";"Books";4;2;"5";5;"Yes";3;"Always";"3";"Never";"Under $50";"Credit Card";"No, never";5;4;4;"Better prices";"No delivery wait";"Equal / both"
440;"25/07/2026 01:55:25";20;"Male";"Student";"Kenya";"$1,000-3,000";"Equal mix";"Occasionally";"Physical stores";"Smartphone";"Electronics";3;1;"4";4;"No";3;"Sometimes";"2";"Often";"$300-500";"Digital wallet";"Unknown";6;7;3;"More variety";"Try product before buying";"Equal / both"
441;"30/06/2026 20:09:30";18;"Male";"Student";"Kenya";"Under $1,000";"Online only";"Occasionally";"Local e-commerce";"Laptop";"miscellaneous";4;4;"5";5;"Yes";3;"Unknown";"4";"Unknown";"Unknown";"Digital wallet";"No, never";6;6;4;"Convenience";"Trust";"Online"
443;"06/08/2026 16:46:38";21;"Male";"Student";"Philippines";"$1,000-3,000";"Equal mix";"Occasionally";"Brand websites";"Tablet";"miscellaneous";3;4;"4";3;"No";3;"Always";"1";"Never";"$50-150";"Debit Card";"Yes, regularly";8;9;2;"Unknown";"Not applicable";"Equal / both"
444;"15/08/2026 16:36:04";18;"Male";"Student";"Brazil";"$1,000-3,000";"Unknown";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";5;4;"4";3;"No";5;"Sometimes";"3";"Sometimes";"$50-150";"Debit Card";"No, never";6;2;1;"More variety";"Trust";"Unknown"
445;"09/08/2026 17:08:47";20;"Female";"Student";"Egypt";"$1,000-3,000";"Equal mix";"Occasionally";"Global marketplace (Amazon etc.)";"Laptop";"Groceries";3;3;"3";4;"No";1;"Always";"1";"Often";"$150-300";"Debit Card";"Yes, occasionally";8;8;3;"Convenience";"Unknown";"Offline"
448;"25/07/2026 17:55:22";16;"Male";"Student";"United Kingdom";"Under $1,000";"Online only";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Unknown";4;5;"5";1;"No";5;"Always";"5";"Sometimes";"Under $50";"Digital wallet";"No, never";6;7;1;"Not applicable";"Trust";"Online"
449;"22/08/2026 21:30:39";20;"Male";"Student";"Brazil";"$1,000-3,000";"Online only";"Occasionally";"Unknown";"Smartphone";"Electronics";3;3;"5";3;"Yes";3;"Often";"2";"Sometimes";"Under $50";"Credit Card";"No, never";4;5;2;"More variety";"Trust";"Equal / both"
452;"16/07/2026 22:53:24";25;"Male";"Student";"Mexico";"Under $1,000";"Online only";"Rarely";"Global marketplace (Amazon etc.)";"Smartphone";"Groceries";4;2;"5";4;"No";1;"Sometimes";"1";"Often";"Under $50";"Digital wallet";"Yes, regularly";7;6;1;"More variety";"Not applicable";"Online"
453;"05/08/2026 06:06:00";21;"Male";"Employed full-time";"Mexico";"$1,000-3,000";"Equal mix";"Occasionally";"Brand websites";"Smartphone";"Electronics";2;3;"4";5;"No";4;"Never";"5";"Sometimes";"$50-150";"Digital wallet";"No, never";7;7;3;"Convenience";"No delivery wait";"Online"
455;"26/07/2026 03:41:42";23;"Male";"Student";"Pakistan";"$1,000-3,000";"Online only";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";4;5;"4";4;"No";3;"Often";"4";"Never";"$300-500";"Credit Card";"No, never";7;7;3;"Convenience";"Trust";"Online"
457;"18/07/2026 03:53:41";35;"Male";"Unemployed";"United Kingdom";"Under $1,000";"Equal mix";"Often";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";4;4;"3";4;"No";3;"Often";"2";"Never";"Under $50";"Digital wallet";"No, never";6;5;2;"Convenience";"No delivery wait";"Offline"
460;"19/08/2026 03:58:05";20;"Male";"Student";"Nigeria";"Under $1,000";"Equal mix";"Rarely";"Physical stores";"Smartphone";"Groceries";2;3;"3";3;"No";3;"Never";"3";"Often";"Under $50";"Digital wallet";"Yes, occasionally";5;5;2;"Better prices";"Not applicable";"Offline"
462;"25/07/2026 00:04:08";29;"Female";"Employed part-time";"India";"Under $1,000";"In-store only";"Occasionally";"Global marketplace (Amazon etc.)";"Smartphone";"Clothing";3;2;"3";4;"No";1;"Always";"3";"Often";"Under $50";"Credit Card";"Yes, occasionally";7;9;3;"Convenience";"Trust";"Offline"
